/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_377.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_377.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_377.jpg,0,0,0,2.219811E-06
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_444.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_444.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_444.jpg,0,0,0,1.470659E-06
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_512.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_512.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_512.jpg,0,0,0,1.008029E-05
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_579.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_579.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_579.jpg,0,0,0,3.573855E-06
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_649.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_649.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_649.jpg,0,0,0,2.44068E-06
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_723.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_723.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_723.jpg,0,0.123039,0,0.08859177
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_791.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_791.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_791.jpg,0,0.300279,0,0.2309927
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_860.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_860.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_860.jpg,0,0.5444938,0,0.6478232
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_929.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_929.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_929.jpg,0,0.7233059,0,1.061013
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_16_998.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_16_998.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_16_998.jpg,-0.15,0.9674971,0,1.818026
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_17_065.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_17_065.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_17_065.jpg,-0.3,1,0,2.471091
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_17_133.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_17_133.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_17_133.jpg,-0.5000001,1,0,3.38827
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_17_202.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_17_202.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_17_202.jpg,-0.6500001,1,0,4.06918
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_17_275.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_17_275.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_17_275.jpg,0,1,0,4.965098
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_17_342.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_17_342.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_17_342.jpg,0,1,0,5.659707
/Users/juanalvarezpadilla/Desktop/data/IMG/center_2019_01_29_18_28_17_411.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/left_2019_01_29_18_28_17_411.jpg,/Users/juanalvarezpadilla/Desktop/data/IMG/right_2019_01_29_18_28_17_411.jpg,0,1,0,6.350821
